work_year,experience_level,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2024,EN,Research Scientist,177000,US,0,US,M
2024,EN,Research Scientist,119000,US,0,US,M
2024,MI,Machine Learning Engineer,168150,US,0,US,M
2024,MI,Machine Learning Engineer,116000,US,0,US,M
2024,SE,Research Scientist,280000,US,0,US,M
2024,SE,Research Scientist,136800,US,0,US,M
2024,MI,Research Scientist,173000,US,0,US,M
2024,MI,Research Scientist,117000,US,0,US,M
2024,MI,Software Engineer,264200,US,0,US,M
2024,MI,Software Engineer,143100,US,0,US,M
2024,SE,Applied Scientist,205000,US,0,US,M
2024,SE,Applied Scientist,136000,US,0,US,M
2024,SE,Applied Scientist,304200,US,0,US,M
2024,SE,Applied Scientist,158500,US,0,US,M
2024,SE,Applied Scientist,250200,US,0,US,M
2024,SE,Applied Scientist,117200,US,0,US,M
2024,SE,Research Engineer,355000,US,0,US,M
2024,SE,Research Engineer,194000,US,0,US,M
2024,SE,Research Engineer,250000,US,0,US,M
2024,SE,Research Engineer,145000,US,0,US,M
2024,SE,Software Engineer,337250,US,0,US,M
2024,SE,Software Engineer,184300,US,0,US,M
2024,SE,Software Engineer,340100,US,0,US,M
2024,SE,Software Engineer,199500,US,0,US,M
2024,SE,Machine Learning Engineer,237500,US,0,US,M
2024,SE,Machine Learning Engineer,137750,US,0,US,M
2024,SE,Machine Learning Engineer,210960,CA,0,CA,M
2024,SE,Machine Learning Engineer,117000,CA,0,CA,M
2024,SE,Machine Learning Engineer,389500,US,0,US,M
2024,SE,Machine Learning Engineer,212800,US,0,US,M
2024,MI,Machine Learning Engineer,194750,US,0,US,M
2024,MI,Machine Learning Engineer,129960,US,0,US,M
2024,MI,Research Scientist,210960,CA,0,CA,M
2024,MI,Research Scientist,117000,CA,0,CA,M
2024,SE,Machine Learning Engineer,410000,US,0,US,M
2024,SE,Machine Learning Engineer,224000,US,0,US,M
2024,SE,Machine Learning Engineer,355000,US,0,US,M
2024,SE,Machine Learning Engineer,145000,US,0,US,M
2024,SE,Machine Learning Engineer,410000,US,0,US,M
2024,SE,Machine Learning Engineer,295194,US,0,US,M
2024,SE,Data Scientist,250000,US,0,US,M
2024,SE,Data Scientist,145000,US,0,US,M
2024,MI,Data Scientist,395000,US,0,US,M
2024,MI,Data Scientist,201000,US,0,US,M
2024,SE,Data Scientist,312866,US,0,US,M
2024,SE,Data Scientist,167537,US,0,US,M
2024,MI,Data Scientist,177777,US,0,US,M
2024,MI,Data Scientist,114000,US,0,US,M
2024,SE,Data Scientist,196900,US,0,US,M
2024,SE,Data Scientist,175420,US,0,US,M
2024,SE,Data Scientist,251600,US,0,US,M
2024,SE,Data Scientist,120100,US,0,US,M
2024,SE,Data Scientist,199500,US,0,US,M
2024,SE,Data Scientist,86700,US,0,US,M
2024,SE,Data Scientist,223500,US,0,US,M
2024,SE,Data Scientist,109100,US,0,US,M
2024,SE,Data Scientist,190000,US,0,US,M
2024,SE,Data Scientist,175000,US,0,US,M
2024,SE,Data Scientist,190000,US,0,US,M
2024,SE,Data Scientist,175000,US,0,US,M
2024,SE,Data Scientist,190000,US,0,US,M
2024,SE,Data Scientist,175000,US,0,US,M
2024,SE,Data Scientist,190000,US,0,US,M
2024,SE,Data Scientist,175000,US,0,US,M
2024,SE,Data Scientist,190000,US,0,US,M
2024,SE,Data Scientist,175000,US,0,US,M
2024,SE,Data Scientist,190000,US,0,US,M
2024,SE,Data Scientist,175000,US,0,US,M
2024,SE,Data Scientist,190000,US,0,US,M
2024,SE,Data Scientist,175000,US,0,US,M
2024,SE,Data Scientist,190000,US,0,US,M
2024,SE,Data Scientist,175000,US,0,US,M
2024,SE,Data Scientist,134561,US,100,US,M
2024,SE,Data Scientist,79154,US,100,US,M
2024,MI,Research Scientist,173000,US,0,US,M
2024,MI,Research Scientist,112500,US,0,US,M
2024,SE,Research Scientist,178200,US,0,US,M
2024,SE,Research Scientist,74800,US,0,US,M
2024,MI,Software Engineer,171000,US,0,US,M
2024,MI,Software Engineer,97000,US,0,US,M
2024,MI,Software Engineer,158400,US,0,US,M
2024,MI,Software Engineer,133896,US,0,US,M
2024,SE,Software Engineer,200200,US,0,US,M
2024,SE,Software Engineer,178360,US,0,US,M
2024,SE,Product Manager,294000,US,0,US,M
2024,SE,Product Manager,137600,US,0,US,M
2024,SE,Product Manager,250200,US,0,US,M
2024,SE,Product Manager,117200,US,0,US,M
2024,MI,Software Engineer,280000,US,0,US,M
2024,MI,Software Engineer,136000,US,0,US,M
2024,SE,Research Scientist,239000,US,0,US,M
2024,SE,Research Scientist,161000,US,0,US,M
2024,SE,Data Scientist,295000,US,0,US,M
2024,SE,Data Scientist,158000,US,0,US,M
2024,SE,Data Scientist,395280,US,0,US,M
2024,SE,Data Scientist,201000,US,0,US,M
2024,SE,Data Scientist,395280,US,0,US,M
2024,SE,Data Scientist,176355,US,0,US,M
2024,MI,Data Scientist,228000,US,0,US,M
2024,MI,Data Scientist,136800,US,0,US,M
2024,MI,Data Scientist,117480,US,0,US,M
2024,MI,Data Scientist,78320,US,0,US,M
2024,SE,Machine Learning Engineer,221760,US,0,US,M
2024,SE,Machine Learning Engineer,126000,US,0,US,M
2024,SE,Machine Learning Engineer,280000,US,0,US,M
2024,SE,Machine Learning Engineer,187040,US,0,US,M
2024,MI,Machine Learning Engineer,210672,US,0,US,M
2024,MI,Machine Learning Engineer,119700,US,0,US,M
2024,EN,Machine Learning Engineer,194750,US,0,US,M
2024,EN,Machine Learning Engineer,129960,US,0,US,M
2024,SE,Machine Learning Engineer,280000,US,0,US,M
2024,SE,Machine Learning Engineer,187040,US,0,US,M
2024,SE,Machine Learning Engineer,237500,US,0,US,M
2024,SE,Machine Learning Engineer,137750,US,0,US,M
2024,SE,Machine Learning Engineer,194750,US,0,US,M
2024,SE,Machine Learning Engineer,129960,US,0,US,M
2024,SE,Machine Learning Engineer,237500,US,0,US,M
2024,SE,Machine Learning Engineer,137750,US,0,US,M
2024,SE,Machine Learning Engineer,205000,US,0,US,M
2024,SE,Machine Learning Engineer,136800,US,0,US,M
2024,SE,Machine Learning Engineer,194750,US,0,US,M
2024,SE,Machine Learning Engineer,129200,US,0,US,M
2024,SE,Machine Learning Engineer,358000,US,0,US,M
2024,SE,Machine Learning Engineer,210000,US,0,US,M
2024,MI,Machine Learning Engineer,194750,US,0,US,M
2024,MI,Machine Learning Engineer,129200,US,0,US,M
2024,SE,Machine Learning Engineer,355000,US,0,US,M
2024,SE,Machine Learning Engineer,194000,US,0,US,M
2024,SE,Machine Learning Engineer,410000,US,0,US,M
2024,SE,Machine Learning Engineer,224000,US,0,US,M
2024,SE,Machine Learning Engineer,337250,US,0,US,M
2024,SE,Machine Learning Engineer,184300,US,0,US,M
2024,SE,Machine Learning Engineer,280000,US,0,US,M
2024,SE,Machine Learning Engineer,136800,US,0,US,M
2024,MI,Data Analyst,158000,US,0,US,M
2024,MI,Data Analyst,108000,US,0,US,M
2024,SE,Data Analyst,110760,CA,0,CA,M
2024,SE,Data Analyst,34320,CA,0,CA,M
2024,SE,Data Analyst,99200,US,0,US,M
2024,SE,Data Analyst,69400,US,0,US,M
2024,SE,Data Analyst,99200,US,0,US,M
2024,SE,Data Analyst,69400,US,0,US,M
2024,SE,Data Analyst,99200,US,0,US,M
2024,SE,Data Analyst,69400,US,0,US,M
2024,EN,Data Analyst,141200,US,0,US,M
2024,EN,Data Analyst,75400,US,0,US,M
2024,MI,Associate,304000,US,0,US,M
2024,MI,Associate,226000,US,0,US,M
2024,SE,Data Scientist,185000,US,0,US,M
2024,SE,Data Scientist,100000,US,0,US,M
2024,MI,Data Scientist,166000,US,0,US,M
2024,MI,Data Scientist,104000,US,0,US,M
2024,MI,Data Scientist,106890,CA,0,CA,M
2024,MI,Data Scientist,88566,CA,0,CA,M
2024,SE,Data Scientist,242650,US,100,US,M
2024,SE,Data Scientist,157550,US,100,US,M
2024,MI,Data Scientist,140000,US,0,US,M
2024,MI,Data Scientist,140000,US,0,US,M
2024,MI,Data Scientist,259000,US,0,US,M
2024,MI,Data Scientist,164509,US,0,US,M
2024,MI,Data Scientist,119200,US,100,US,M
2024,MI,Data Scientist,86600,US,100,US,M
2024,SE,Software Engineer,284000,US,0,US,M
2024,SE,Software Engineer,189000,US,0,US,M
2024,SE,Data Engineer,235400,US,0,US,M
2024,SE,Data Engineer,204644,US,0,US,M
2024,MI,Data Engineer,138000,US,0,US,M
2024,MI,Data Engineer,86000,US,0,US,M
2024,MI,Data Engineer,179000,US,0,US,M
2024,MI,Data Engineer,112000,US,0,US,M
2024,SE,Data Engineer,179000,US,0,US,M
2024,SE,Data Engineer,112000,US,0,US,M
2024,SE,Data Engineer,113600,US,0,US,M
2024,SE,Data Engineer,90880,US,0,US,M
2024,SE,Data Engineer,188500,US,0,US,M
2024,SE,Data Engineer,165100,US,0,US,M
2024,EN,Machine Learning Engineer,250000,US,0,US,M
2024,EN,Machine Learning Engineer,145000,US,0,US,M
2024,MI,Machine Learning Engineer,170000,US,0,US,M
2024,MI,Machine Learning Engineer,119000,US,0,US,M
2024,SE,Machine Learning Engineer,266000,US,0,US,M
2024,SE,Machine Learning Engineer,177688,US,0,US,M
